,,,,,pIC50
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3ccccc3N(=O)=O)O,IC50,=,25000,nM,4.60205999132796
COc1c(ccc2c1cc(c3c2c4c(cc3C(=O)O)OCO4)N(=O)=O)O,IC50,=,25000,nM,4.60205999132796
COc1cc(cc2c1cc(c3c2c4c(cc3C(=O)O)OCO4)N(=O)=O)O,IC50,=,25000,nM,4.60205999132796
Cc1ccc(cc1)NC(=O)C2=C(N=C(NC2c3ccc(cc3O)O)SCc4ccccc4)C,IC50,=,25400,nM,4.59516628338006
CC(C)CCOc1c2c([nH]cn2)nc(n1)N,IC50,=,26000,nM,4.58502665202918
COc1ccc(cc1)c2c3c(n[nH]2)-c4ccccc4C3=O,IC50,=,26000,nM,4.58502665202918
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)c3ccccc3,IC50,=,26000,nM,4.58502665202918
c1cc(cc(c1)Br)c2cc(n3c(n2)ncn3)NCc4ccncc4,IC50,=,26000,nM,4.58502665202918
Cc1ccc(cc1)Nc2ccnc(n2)Nc3ccc(cc3)OCC(CN(C)C)O,IC50,=,26000,nM,4.58502665202918
CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5n4nc(c5c6cccc(c6)O)c7ccncc7,IC50,=,26400,nM,4.57839607313017
c1cc(ccc1CN2CCCCC2)N/C=C\3/c4cc(ccc4C(=O)NC3=O)C#N,IC50,=,26500,nM,4.57675412606319
c1ccc(cc1)COc2c(c(nc(n2)N)N)N=O,IC50,=,27000,nM,4.56863623584101
c1cc(ccc1c2ccc(o2)/C=C\3/C(=O)NC(=O)S3)S(=O)(=O)N,IC50,=,27000,nM,4.56863623584101
Cn1cc(c2c1cc(c(c2)F)Cl)C3=C(C(=O)NC3=O)c4coc5c4cccc5OC,IC50,=,27200,nM,4.5654310959658
c1cc(cc(c1)O)c2nc3ccsc3c(n2)N4CCOCC4,IC50,=,28000,nM,4.55284196865778
c1cc(cc(c1)N=Nc2c([nH]nc2N)N)C(=O)O,IC50,=,28000,nM,4.55284196865778
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3ccccc3Br)O,IC50,=,28000,nM,4.55284196865778
c1ccc(cc1)N(C(=O)CBr)S(=O)(=O)c2cc(sc2Cl)Cl,IC50,=,28500,nM,4.54515513999149
c1ccc(cc1)SCc2nc(cs2)NC(=O)NN3CCOCC3,IC50,=,30000,nM,4.52287874528034
c1cc(c(c(c1)Cl)Cc2nc(cs2)NC(=O)NN3CCCCC3)Cl,IC50,=,30000,nM,4.52287874528034
Cc1c2c(ccn1)c3ccc(cc3[nH]2)F,IC50,=,30000,nM,4.52287874528034
c1cc(cc2c1cc(c3c2c4c(cc3C(=O)O)OCO4)N(=O)=O)O,IC50,=,30000,nM,4.52287874528034
c1[nH]c2c(n1)c(nc(n2)N)OCC3=CCCC3,IC50,=,31000,nM,4.50863830616573
C[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCCC[C@H]1c2cccc(c2)Cl)NC(=O)c3ccc(cc3)CN=C(N)N,IC50,=,31000,nM,4.50863830616573
C[C@@H](c1ccccc1)Nc2c3ccccc3nc(n2)C(F)(F)F,IC50,=,31000,nM,4.50863830616573
CC(=O)NCc1cccc(c1)c2nc3c4c(c(nc3s2)NC)ncn4C,IC50,=,31000,nM,4.50863830616573
Cc1ccc(cc1)NS(=O)(=O)c2cc(sc2Cl)Cl,IC50,=,31400,nM,4.50307035192679
Cn1cncc1CNC(=O)c2ccc3cc([nH]c3c2)c4cc([nH]n4)Cc5ccccc5,IC50,=,31600,nM,4.5003129173816
Cn1cc(c2c1ccc(c2)C3CC3)C4=C(C(=O)NC4=O)c5coc6c5cccc6,IC50,=,32000,nM,4.49485002168009
CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)Nc3ccccc3)O,IC50,=,32000,nM,4.49485002168009
c1ccc2c(c1)c(nc(n2)C(F)(F)F)N3CCCC(C3)O,IC50,=,32400,nM,4.48945498979339
CCOC(C)COc1c-2ncnc2nc([nH]1)N,IC50,=,33000,nM,4.48148606012211
C=C(COc1c2c(nc[nH]2)nc(n1)N)c3ccccc3,IC50,=,34000,nM,4.46852108295774
CC(=C)COc1c2c([nH]cn2)nc(n1)N,IC50,=,35000,nM,4.45593195564973
c1ccc(cc1)COc2c3c(nc[nH]3)nc(n2)N,IC50,=,35000,nM,4.45593195564973
c1ccc(cc1)c2nc(cs2)NC(=O)NOc3ccccc3,IC50,=,35000,nM,4.45593195564973
Cc1c2c(ccn1)c3ccc(cc3[nH]2)OC,IC50,=,35000,nM,4.45593195564973
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3cc(ccc3F)C(F)(F)F)O,IC50,=,35000,nM,4.45593195564973
CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)Nc3ccc(cc3)OC)O,IC50,=,36000,nM,4.44369749923271
c1cc(ccc1OCc2nnc3n2nc(s3)Cc4c5c([nH]c(=S)[nH]c5=S)[nH]n4)Cl,IC50,=,37000,nM,4.43179827593301
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3c(cccc3F)F)O,IC50,=,38000,nM,4.42021640338319
Cc1ccccc1Nc2cc(ncn2)Nc3ccc(cc3)OCC(CN(C)C)O,IC50,=,39000,nM,4.4089353929735
CN(C)C(=O)c1ccc2c(c1)/C(=C/Nc3ccc(cc3)CN4CCCCC4)/C(=O)NC2=O,IC50,=,39800,nM,4.40011692792631
C=CCONC(=O)Nc1csc(n1)Cc2c(cccc2Cl)Cl,IC50,=,40000,nM,4.39794000867204
c1cc(ccc1N=Nc2c([nH]nc2N)N)N(=O)=O,IC50,=,40000,nM,4.39794000867204
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,IC50,=,40000,nM,4.39794000867204
Cc1cc(nc(n1)Sc2cc(=O)c3c(cc(c(c3o2)C4CCN(CC4O)C)O)O)C,IC50,=,40400,nM,4.3936186348894
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)c5ccccc5,IC50,=,41000,nM,4.38721614328026
c1ccc(cc1)n2ccc(cc2=O)CN/C=C\3/c4cc(ccc4C(=O)NC3=O)I,IC50,=,41500,nM,4.38195190328791
CC(C)COc1c2c([nH]cn2)nc(n1)N,IC50,=,42000,nM,4.3767507096021
Cn1cc(c2c1cccc2)C3=C(CNC3=O)c4cc(c(c(c4)OC)OC)OC,IC50,=,42000,nM,4.3767507096021
COc1ccc(cc1)Oc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,42000,nM,4.3767507096021
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCN(CC3)C,IC50,=,43000,nM,4.36653154442041
c1[nH]c2c(n1)c(nc(n2)N)OCCC3CCCCC3,IC50,=,44000,nM,4.35654732351381
Cc1c2cc[nH]c2ccc1Nc3c(cncc3C#N)/C=C/c4cccc(c4)S(=O)(=O)N5CCN(CC5)C,IC50,=,44000,nM,4.35654732351381
CN(Cc1ccc(c(c1)O)OC)/C=C\2/c3cc(ccc3C(=O)NC2=O)Br,IC50,=,44400,nM,4.35261702988538
Cc1ccc(cc1)NC(=O)C2=C(N=C(NC2c3ccc(cc3O)O)Nc4ccc(cc4Cl)N(=O)=O)C,IC50,=,44900,nM,4.34775365899668
CCOc1ccc(cc1O)CN/C=C\2/c3cc(ccc3C(=O)NC2=O)Br,IC50,=,45500,nM,4.34198860334289
CC1=C(C(NC(=N1)NCc2ccccc2)c3ccc(cc3O)O)C(=O)Nc4cccc(c4)N(=O)=O,IC50,=,46800,nM,4.32975414692588
C=CCCCCOc1c2c([nH]cn2)nc(n1)N,IC50,=,47000,nM,4.32790214206428
CN1CCN(CC1)c2ccc(cc2)N/C=C\3/c4cc(ccc4C(=O)NC3=O)C(=O)N(C)C,IC50,=,47000,nM,4.32790214206428
CN1CCN(CC1)c2ccc(cc2)N/C=C\3/c4ccc(cc4C(=O)NC3=O)Br,IC50,=,47000,nM,4.32790214206428
c1cc(ccc1c2ccc(o2)/C=C\3/C(=O)NC(=N)S3)C(=O)O,IC50,=,47000,nM,4.32790214206428
CCCCOc1c2c([nH]cn2)nc(n1)N,IC50,=,48000,nM,4.31875876262441
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCNCC3,IC50,=,48000,nM,4.31875876262441
Cc1ccc(cc1)NC(=O)c2c(nc(nc2c3ccc(cc3O)O)S(=O)(=O)Cc4ccccc4)C,IC50,=,48300,nM,4.31605286924849
CCCCCOc1c2c([nH]cn2)nc(n1)N,IC50,=,49000,nM,4.30980391997149
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)CC3CCCCC3,IC50,=,50000,nM,4.30102999566398
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCCN3,IC50,=,50000,nM,4.30102999566398
CC(C)n1cnc2c1nc(nc2NCC=C(C)C)N,IC50,=,50000,nM,4.30102999566398
CCc1cccc(c1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,52000,nM,4.2839966563652
COc1ccc(cc1)C(=O)Nc2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,IC50,=,54000,nM,4.26760624017703
c1cc(ccc1C(=O)N)Nc2nc(cc(n2)OCC3CCCCC3)N,IC50,=,59000,nM,4.22914798835786
CN(c1ccccc1)NC(=O)Nc2csc(n2)Cc3c(cccc3Cl)Cl,IC50,=,60000,nM,4.22184874961636
COc1cc2c(cc1OCCCN3CCC(CC3)CO)ncnc2Nc4ncc(s4)CC(=O)Nc5cccc(c5)F,IC50,=,62000,nM,4.20760831050175
CS(=O)(=O)c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,63000,nM,4.20065945054642
c1cc(ccc1C(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,64000,nM,4.19382002601611
c1ccc(cc1)CCOc2c3c([nH]cn3)nc(n2)N,IC50,=,65000,nM,4.18708664335714
C1CN[C@H](C1=O)COc2c(c(nc(n2)N)N)N=O,IC50,=,65000,nM,4.18708664335714
CC(C)C1(OCCO1)COc2c3c([nH]cn3)nc(n2)N,IC50,=,65000,nM,4.18708664335714
CCCOc1c2c([nH]cn2)nc(n1)N,IC50,=,67000,nM,4.17392519729917
CC/C=C/CCOc1c2c([nH]cn2)nc(n1)N,IC50,=,69000,nM,4.16115090926275
c1cc(c(c(c1)Cl)Cc2nc(cs2)NC(=O)NN3CCCCCC3)Cl,IC50,=,70000,nM,4.15490195998574
Cc1ccc(cc1)c2ccc(cc2)C(=O)N(C)CCc3c[nH]c4c3cccc4,IC50,=,70000,nM,4.15490195998574
c1ccc2c(c1)c(c([nH]2)C3=Nc4ccccc4C3=O)O,IC50,=,70000,nM,4.15490195998574
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCN(CC3)CCO,IC50,=,74000,nM,4.13076828026902
CC(C)Oc1c-2ncnc2nc([nH]1)N,IC50,=,75000,nM,4.1249387366083
C=CCOc1c2c(nc[nH]2)nc(n1)N,IC50,=,78000,nM,4.10790539730952
COc1cnc2c(c1c3ccccc3)c4cc(ccc4o2)O,IC50,=,80000,nM,4.09691001300806
Cc1ccc(c(c1)Nc2cc(ncn2)Nc3ccc(cc3)OCC(CN(C)C)O)F,IC50,=,81000,nM,4.09151498112135
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCCNC3,IC50,=,83000,nM,4.08092190762393
c1cc(ccc1NC(=O)c2c(c[nH]n2)N)F,IC50,=,85000,nM,4.07058107428571
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3ccccc3OC)O,IC50,=,85000,nM,4.07058107428571
C#CCOc1c2c([nH]cn2)nc(n1)N,IC50,=,90000,nM,4.04575749056068
CS(=O)(=O)Cc1nc(cs1)NC(=O)NOc2ccccc2,IC50,=,90000,nM,4.04575749056068
c1cc(c(c(c1)Cl)Cc2nc(cs2)NC(=O)NOC3CCCCO3)Cl,IC50,=,90000,nM,4.04575749056068
Cc1ccc(cc1)C(=O)Nc2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,IC50,=,90000,nM,4.04575749056068
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)c4ccc(cc4)c5ccccc5,IC50,=,91000,nM,4.04095860767891
c1ccc(cc1)C(=O)Nc2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,IC50,=,91000,nM,4.04095860767891
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)c4ccncc4,IC50,=,92000,nM,4.03621217265445
c1ccc(c(c1)C(=O)O)N=Nc2c([nH]nc2N)N,IC50,=,92000,nM,4.03621217265445
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3ccc(cc3F)F)O,IC50,=,93000,nM,4.03151705144607
c1ccc(c(c1)c2cc(=O)c3c(ccc(c3o2)NS(=O)(=O)c4cc(cc(c4O)Cl)Cl)O)Cl,IC50,=,94000,nM,4.0268721464003
Cc1c(n2ccccc2n1)c3ccnc(n3)NC(=O)C(F)(F)F,IC50,=,95000,nM,4.02227639471115
CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3ccccc3Cl)O,IC50,=,95000,nM,4.02227639471115
c1cc(ccc1c2cnc3n2nc(cc3)NCc4ccc(c(c4)Cl)Cl)C(=O)NC[C@@H]5CCCN5,IC50,=,95000,nM,4.02227639471115
c1cnccc1/C=N/NC(=O)c2c(n(nn2)c3c(non3)N)CN4CCCCC4,IC50,=,96000,nM,4.01772876696043
c1cnccc1/C=N/NC(=O)C2C(N(N=N2)C3C(=NON3)N)CN4CCCCC4,IC50,=,96000,nM,4.01772876696043
c1ccc(cc1)NC(=O)c2cc[nH]n2,IC50,=,97000,nM,4.01322826573376
c1ccc(cc1)c2cccc3c2[nH]c4c3c5cc(ccc5cc4)O,IC50,=,97000,nM,4.01322826573376
CNc1ccc(cc1)c2ccc3c(c2)[nH]nc3c4[nH]c5cccc(c5n4)N6CCN(CC6)C,IC50,=,109000,nM,3.96257350205938
c1cnccc1CCNC(=O)c2c(n(nn2)c3c(non3)N)CN4CCCCC4,IC50,=,119000,nM,3.92445303860747
c1cc2c(cccc2S(=O)(=O)N)c(c1)O,IC50,=,120000,nM,3.92081875395238
c1ccc2c(c1)c(c[nH]2)CCNC(=O)c3cccc(c3)c4cccnc4,IC50,=,150000,nM,3.82390874094432
c1cc(ccc1c2ccc(o2)/C=C\3/C(=O)NC(=N)S3)S(=O)(=O)N4CCOCC4,IC50,=,150000,nM,3.82390874094432
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCN(CC3)C(=O)OC(C)(C)C,IC50,=,160000,nM,3.79588001734408
CC(C)(C)Nc1c2ccccc2nc(n1)C(=O)N,IC50,=,164500,nM,3.78383409771401
c1ccc(cc1)S(=O)(=O)Nc2ccc(c3c2oc(cc3=O)c4ccccc4Cl)O,IC50,=,178000,nM,3.74957999769111
c1ccc2c(c1)cn[nH]2,IC50,=,185000,nM,3.73282827159699
c1ccc2c(c1)ccn2CCc3c[nH]c4c3cc(cc4)F,IC50,=,200000,nM,3.69897000433602
COc1ccc(cc1)c2c3c(n[nH]2)-c4ccc(cc4C3=O)N,IC50,=,210000,nM,3.67778070526608
c1ccc(c(c1)c2cc(=O)c3c(ccc(c3o2)NC(=O)c4ccc(c(c4)Cl)Cl)O)Cl,IC50,=,217000,nM,3.66354026615147
CS(=O)(=O)Nc1ccc(c2c1oc(cc2=O)c3ccccc3Cl)O,IC50,=,219000,nM,3.65955588515988
CCCC(C)Nc1c2ccccc2nc(n1)C(F)(F)F,IC50,=,245000,nM,3.61083391563547
COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)Br,IC50,=,250000,nM,3.60205999132796
CC(C)(C)c1ccc(cc1)c2ccccc2C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,262000,nM,3.58169870868026
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)c4ccc(cc4)OC,IC50,=,289000,nM,3.53910215724345
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccc(cc4)c5cccc(c5)F,IC50,=,296000,nM,3.52870828894106
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCCCC3,IC50,=,300000,nM,3.52287874528034
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccc(cc4)c5ccccc5F,IC50,=,310000,nM,3.50863830616573
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccccc4c5cccnc5,IC50,=,312000,nM,3.50584540598156
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4cccc(c4)c5ccc(cc5)F,IC50,=,318000,nM,3.49757288001557
COc1ccccc1c2ccc(cc2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,321000,nM,3.49349496759513
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4cccc(c4)c5ccccc5F,IC50,=,335000,nM,3.47495519296316
c1ccc(c(c1)c2cc(=O)c3c(cc(c(c3o2)NC(=O)c4ccc(cc4)Cl)O)O)Cl,IC50,=,339000,nM,3.46980030179692
Cc1ccccc1c2ccc(cc2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,340000,nM,3.46852108295775
c1c(nc(cn1)Cl)N,IC50,=,350000,nM,3.45593195564973
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccccc4c5ccncc5,IC50,=,354000,nM,3.45099673797421
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccccc4c5ccc(cc5)F,IC50,=,357000,nM,3.44733178388781
COc1cccc(c1)c2cccc(c2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,362000,nM,3.44129142946683
COc1ccccc1c2ccccc2C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,375000,nM,3.42596873227228
COc1ccc(cc1)C(=O)Nc2ccc(c3c2oc(cc3=O)c4ccccc4Cl)O,IC50,=,383000,nM,3.41680122603138
Cc1cccc(c1)c2ccccc2C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,386000,nM,3.41341269532825
Cc1ccc2c(c1)c(c[nH]2)CCn3ccc4c3cccc4,IC50,=,400000,nM,3.39794000867204
Cc1cccc(c1)c2ccc(cc2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,405000,nM,3.39254497678533
Cc1cccc(c1)c2ccccc2C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,406000,nM,3.39147396642281
c1ccc2c(c1)c(c[nH]2)CCNC(=O)c3ccccc3c4cccc(c4)F,IC50,=,417000,nM,3.37986394502624
CCC(C)OC(=O)Nc1ccc(c2c1oc(cc2=O)c3ccccc3Cl)O,IC50,=,417000,nM,3.37986394502624
CC(C)C[C@@H](C(=O)Nc1ccc(c2c1oc(cc2=O)c3ccccc3Cl)O)NC(=O)OC(C)(C)C,IC50,=,417000,nM,3.37986394502624
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc2ccc(c3c2oc(cc3=O)c4ccccc4Cl)O,IC50,=,417000,nM,3.37986394502624
C[C@@H](C(=O)Nc1ccc(c2c1oc(cc2=O)c3ccccc3Cl)O)NC(=O)OC(C)(C)C,IC50,=,417000,nM,3.37986394502624
CC(C)C[C@H](C(=O)Nc1ccc(c2c1oc(cc2=O)c3ccccc3Cl)O)NC(=O)OC(C)(C)C,IC50,=,417000,nM,3.37986394502624
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)Nc2ccc(c3c2oc(cc3=O)c4ccccc4Cl)O,IC50,=,417000,nM,3.37986394502624
c1ccc(c(c1)c2cc(=O)c3c(ccc(c3o2)N4CCOCC4)O)Cl,IC50,=,417000,nM,3.37986394502624
c1ccc(c(c1)c2cc(=O)c3c(ccc(c3o2)N4CCCCC4)O)Cl,IC50,=,417000,nM,3.37986394502624
c1ccc(c(c1)c2cc(=O)c3c(ccc(c3o2)N4CCCC4)O)Cl,IC50,=,417000,nM,3.37986394502624
c1ccc(c(c1)c2cc(=O)c3c(ccc(c3o2)NC(=O)c4ccc(cc4)Cl)O)Cl,IC50,=,417000,nM,3.37986394502624
c1ccc(cc1)C(=O)Nc2ccc(c3c2oc(cc3=O)c4ccccc4Cl)O,IC50,=,417000,nM,3.37986394502624
COc1cccc(c1)c2ccc(cc2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,424000,nM,3.37263414340727
c1ccc2c(c1)c(c[nH]2)CCn3ccc4c3ccc(c4)Cl,IC50,=,430000,nM,3.36653154442041
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccccc4c5ccccc5F,IC50,=,434000,nM,3.36251027048749
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccc(cc4)c5ccc(cc5)F,IC50,=,438000,nM,3.3585258894959
Cc1cccc(c1)c2cccc(c2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,465000,nM,3.33254704711005
Cc1ccc(cc1)c2cccc(c2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,466000,nM,3.33161408331
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4ccccc4c5cccc(c5)F,IC50,=,480000,nM,3.31875876262441
c1ccc2c(c1)c3cc[n+]-4c(c3[nH]2)C(=O)c5c4cccc5,IC50,=,500000,nM,3.30102999566398
Cc1ccc2c(c1)ccn2CCc3c[nH]c4c3cccc4,IC50,=,500000,nM,3.30102999566398
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)c4ccccc4,IC50,=,521000,nM,3.28316227670048
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)Br,IC50,=,580000,nM,3.23657200643706
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccccc3Br,IC50,=,584000,nM,3.2335871528876
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)c4cccc(c4)c5cccc(c5)F,IC50,=,611000,nM,3.21395878975745
CN(CCc1c[nH]c2c1cccc2)C(=O)c3cccc(c3)Br,IC50,=,635000,nM,3.19722627470802
CC(C)(C)c1ccc(cc1)C(=O)N(C)CCc2c[nH]c3c2cccc3,IC50,=,658000,nM,3.18177410638604
Cc1ccccc1c2cccc(c2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,665000,nM,3.1771783546969
Cc1ccc2c(c1)CCN2C(=O)C(=O)c3c[nH]c4c3cc(cc4)C,IC50,=,710000,nM,3.14874165128093
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)Cl,IC50,=,731000,nM,3.13608262304214
Cc1ccc(cc1)c2ccc(cc2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,736000,nM,3.1331221856625
CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(=O)N(C)CCc3c[nH]c4c3cccc4,IC50,=,745000,nM,3.12784372725171
c1ccc2c(c1)CCN2C(=O)C(=O)c3c[nH]c4c3cccc4,IC50,=,760000,nM,3.11918640771921
c1ccc2c(c1)c(c[nH]2)CCNC(=O)c3ccc(cc3)c4ccc(cc4)F,IC50,=,764000,nM,3.11690664142431
CN(CCc1c[nH]c2c1cccc2)C(=O)c3cccc(c3)F,IC50,=,765000,nM,3.11633856484638
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccccc3Cl,IC50,=,784000,nM,3.10568393731556
CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,790000,nM,3.10237290870956
Cc1ccc(cc1)C(=O)N(C)CCc2c[nH]c3c2cccc3,IC50,=,790000,nM,3.10237290870956
c1ccc2c(c1)c(c[nH]2)C(=O)C(=O)N3CCc4c3ccc(c4)F,IC50,=,790000,nM,3.10237290870956
Cc1ccc(cc1)c2ccc(cc2)C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,816000,nM,3.08830984124614
c1cc2c(cc1F)c(c[nH]2)C(=O)C(=O)N3CCc4c3ccc(c4)F,IC50,=,816000,nM,3.08830984124614
Cc1cccc(c1)C(=O)N(C)CCc2c[nH]c3c2cccc3,IC50,=,830000,nM,3.08092190762393
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccccc3OC,IC50,=,849000,nM,3.07109230975605
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)F,IC50,=,850000,nM,3.07058107428571
c1ccc(cc1)c2ccc(cc2)C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,855000,nM,3.06803388527183
c1cc2c(cc1Cl)c(c[nH]2)CCn3ccc4c3ccc(c4)Cl,IC50,=,862000,nM,3.06449273417529
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccc(cc3)c4ccc(cc4)F,IC50,=,875000,nM,3.05799194697769
c1cc2c(cc1F)c(c[nH]2)CCn3ccc4c3ccc(c4)F,IC50,=,895000,nM,3.04817696468409
Cc1ccc2c(c1)CCN2C(=O)C(=O)c3c[nH]c4c3cccc4,IC50,=,910000,nM,3.04095860767891
c1cc2c(cc1Cl)c(c[nH]2)C(=O)C(=O)N3CCc4c3ccc(c4)Cl,IC50,=,915000,nM,3.03857890593355
COc1ccc(cc1)c2ccccc2C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,921000,nM,3.03574036980315
COc1cccc(c1)c2ccccc2C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,926000,nM,3.03338901331807
CN(CCc1c[nH]c2c1cccc2)C(=O)c3cccc(c3)OC,IC50,=,938000,nM,3.02779716162094
c1ccc2c(c1)ccn2CCn3ccc4c3cccc4,IC50,=,940000,nM,3.0268721464003
c1ccc2c(c1)ccn2CCCCCn3ccc4c3cccc4,IC50,=,950000,nM,3.02227639471115
Cc1ccc2c(c1)c(c[nH]2)C(=O)C(=O)N3CCc4c3cccc4,IC50,=,951000,nM,3.02181948306259
Cc1ccc2c(c1)ccn2CCc3c[nH]c4c3cc(cc4)C,IC50,=,960000,nM,3.01772876696043
c1ccc2c(c1)CCN2C(=O)C(=O)c3c[nH]c4c3cc(cc4)Cl,IC50,=,985000,nM,3.00656376950239
c1ccc(cc1)c2cccc(c2)C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,1002000,nM,2.99913227846877
c1ccc2c(c1)ccn2CCCCn3ccc4c3cccc4,IC50,=,1026000,nM,2.9888526392242
c1ccc2c(c1)c(c[nH]2)C(=O)C(=O)N3CCc4c3ccc(c4)Cl,IC50,=,1030000,nM,2.98716277529483
c1ccc2c(c1)ccn2CCCn3ccc4c3cccc4,IC50,=,1070000,nM,2.97061622231479
COc1ccc(cc1)c2ccc(cc2)C(=O)NCCc3c[nH]c4c3cccc4,IC50,=,1085000,nM,2.96457026181545
COc1ccccc1c2cccc(c2)C(=O)N3CCc4c5ccccc5[nH]c4C3,IC50,=,1109000,nM,2.95506845385084
CN(CCc1c[nH]c2c1cccc2)C(=O)c3cccc(c3)Cl,IC50,=,1120000,nM,2.95078197732982
Cc1ccccc1C(=O)N(C)CCc2c[nH]c3c2cccc3,IC50,=,1125000,nM,2.94884747755262
c1ccc2c(c1)CCN2C(=O)C(=O)c3c[nH]c4c3cc(cc4)F,IC50,=,1160000,nM,2.93554201077308
c1ccc2c(c1)ccn2CCCCCCn3ccc4c3cccc4,IC50,=,1210000,nM,2.91721462968355
c1ccc2c(c1)c(c[nH]2)CCNC(=O)c3ccccc3c4ccc(cc4)F,IC50,=,1216000,nM,2.91506642506328
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccccc3F,IC50,=,1230000,nM,2.9100948885606
