,,,,,pIC50
c1ccc2c(c1)CCN2CCN3CCc4c3cccc4,IC50,=,1230000,nM,2.9100948885606
CN(CCc1c[nH]c2c1cccc2)C(=O)c3ccccc3,IC50,=,1523000,nM,2.81730009666396
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)F,IC50,>,0.3,nM,9.52287874528034
CCc1c2c([nH]n1)-c3cccc(c3C2=O)NC(=O)CN4CCC(CC4)C(=O)N,IC50,>,130,nM,6.88605664769316
Cn1c2ccccc2c3c1c4c(c5ccc(cc5[nH]4)Br)c6c3C(=O)NC6=O,IC50,>,200,nM,6.69897000433602
Cn1ccc2c1c3c(cc2)c4c(c5cc(ccc5[nH]4)F)c6c3C(=O)NC6=O,IC50,>,200,nM,6.69897000433602
CCOc1ccc(cc1)NC2=CC(=O)c3c(nc(s3)C)C2=O,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccc(cc3)F,IC50,>,200,nM,6.69897000433602
Cc1ccc(cc1)NC2=CC(=O)c3c(nc(s3)C)C2=O,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccccc3,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccc(cc3)I,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccc(cc3)O,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccc(cc3)Br,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccc(cc3)OC,IC50,>,200,nM,6.69897000433602
Cc1nc2c(s1)C(=O)C=C(C2=O)Nc3ccc(cc3)Cl,IC50,>,200,nM,6.69897000433602
c1cc2c3c(c1)c4c5c(c6c7cc(ccc7[nH]c6c4n3CCNC2)F)C(=O)NC5=O,IC50,>,200,nM,6.69897000433602
c1cc2c3c(c1)c4c5c(c6c7cc(c(cc7[nH]c6c4n3CCNC2)F)F)C(=O)NC5=O,IC50,>,200,nM,6.69897000433602
CS(=O)(=O)N1CCn2c3c(cccc3c4c2c5c(c6ccccc6[nH]5)c7c4C(=O)NC7=O)C1,IC50,>,200,nM,6.69897000433602
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CCC2)Cl)C(=O)NC5=O,IC50,>,200,nM,6.69897000433602
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CCC2)F)C(=O)NC5=O,IC50,>,200,nM,6.69897000433602
Cc1c2cnc(nc2n(c(=O)c1I)C3CCCC3)Nc4ccc(cc4)N5CCNCC5,IC50,>,360,nM,6.44369749923271
CCOc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)C,IC50,>,400,nM,6.39794000867204
CCCCc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)C,IC50,>,560,nM,6.2518119729938
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN,IC50,>,720,nM,6.14266750356873
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3c(cc(cc3C)C)C,IC50,>,1000,nM,6
CCCCOc1c(c[nH]c-2nncc12)C(=O)Cc3ccccc3,IC50,>,1000,nM,6
CCCCOc1c(c[nH]c-2nncc12)C(=O)C,IC50,>,1000,nM,6
c1ccc2c(c1)c3c4c(c5c6ccccc6[nH]c5c3[nH]2)C(=O)NC4,IC50,>,1000,nM,6
CN(C)CCCn1c2ccccc2c3c1c4c(c5ccccc5[nH]4)c6c3C(=O)NC6=O,IC50,>,1000,nM,6
CNCCCn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4c[nH]c5c4cccc5,IC50,>,1000,nM,6
Cn1c2ccccc2c3c1c4c(c5ccccc5[nH]4)c6c3C(=O)NC6=O,IC50,>,1000,nM,6
COc1ccc2c(c1)[nH]c3c2c4c(c5c3[nH]c6c5ccc(c6)OC)C(=O)NC4=O,IC50,>,1000,nM,6
CCOC(=O)CCCCCSc1cnc(s1)NC(=O)C,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCc2csc(n2)NC(=O)C,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCc2ccc(o2)C(=O)OC,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCc2ccncc2,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCCOC,IC50,>,1000,nM,6
Cc1c(c(on1)C)CSc2cnc(s2)NC(=O)C,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCC2CCCCC2,IC50,>,1000,nM,6
CCC(CC)CSc1cnc(s1)NC(=O)C,IC50,>,1000,nM,6
CC(C)CSc1cnc(s1)NC(=O)C,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCc2c(snn2)Cl,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCCc2cccc3c2cccc3,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCCOc2ccccc2,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SCc2ccccn2,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SC(c2ccccc2)C(=O)OC,IC50,>,1000,nM,6
CC(=O)Nc1ncc(s1)SC(C2CCCCC2)C(=O)OC,IC50,>,1000,nM,6
c1cc(c(=O)n(c1)c2ccc(cc2)F)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4cc[nH]5,IC50,>,1000,nM,6
Cc1cccc(c1/C=C/n2cnc3c2ncnc3Nc4ccc(cc4)P(=O)(C)C)C,IC50,>,1000,nM,6
CCN(CC)C/C=C/c1c(c2ccc3c(c2c(n1)O)n(c(n3)Nc4c(cccc4Cl)Cl)C)C,IC50,>,1000,nM,6
Cc1ccc2c(c1)[nH]c3c2c4c(c5c3[nH]c6c5cccc6)C(=O)NC4=O,IC50,>,1000,nM,6
c1ccc2c(c1)c3c4c(c5c6cccc7c6n(c5c3[nH]2)CCC7)C(=O)NC4=O,IC50,>,1000,nM,6
c1cc(c2c(c1)[nH]c(c2N=Nc3ccc(cc3)S(=O)(=O)N)O)C(=O)N,IC50,>,1000,nM,6
c1csc(n1)c2c(cc3c(n2)[nH]nc3NC(=O)C4CC4)Br,IC50,>,1000,nM,6
c1csc(n1)c2c(cc3c(n2)[nH]nc3NC(=O)C4CCCC4)Br,IC50,>,1000,nM,6
c1cc(sc1)c2c(cc3c(n2)[nH]nc3NC(=O)C4CCCC4)Br,IC50,>,1000,nM,6
c1ccc(cc1)c2ccc3c(c2)[nH]nc3NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc2c(cc1c3ccc(nc3)O)n[nH]c2NC(=O)C4CC4,IC50,>,1000,nM,6
CCN1CCC(CC1)CC(=O)Nc2c3cc(c(nc3[nH]n2)c4cccs4)Br,IC50,>,1000,nM,6
c1cc(cc(c1)F)c2ccc3c(c2)[nH]nc3NC(=O)C4CC4,IC50,>,1000,nM,6
CS(=O)(=O)Nc1ccc(cc1)c2ccc3c(c2)n[nH]c3NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc(cc(c1)S(=O)(=O)N)c2ccc3c(c2)[nH]nc3NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc(oc1)c2c(cc3c(n2)[nH]nc3NC(=O)C4CC4)Br,IC50,>,1000,nM,6
c1cc(oc1)c2ccc3c(n2)[nH]nc3NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc2c(cc1c3cc(ccc3F)F)[nH]nc2NC(=O)C4CC4,IC50,>,1000,nM,6
CS(=O)(=O)Nc1cccc(c1)c2ccc3c(c2)n[nH]c3NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc2cc(ccc2nc1)c3ccc4c(c3)n[nH]c4NC(=O)C5CC5,IC50,>,1000,nM,6
c1cc(ccc1c2ccc3c(c2)n[nH]c3NC(=O)C4CC4)S(=O)(=O)N,IC50,>,1000,nM,6
c1cc2c(cc1c3ccoc3)[nH]nc2NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc2c(cc1c3ccc(c(c3)F)F)n[nH]c2NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc(c(c(c1)F)F)c2ccc3c(c2)n[nH]c3NC(=O)C4CC4,IC50,>,1000,nM,6
c1cc2c(cc1c3ccc4c(c3)cc[nH]4)[nH]nc2NC(=O)C5CC5,IC50,>,1000,nM,6
c1ccc(cc1)c2c(cc3c(n2)[nH]nc3NC(=O)C4CC4)Br,IC50,>,1000,nM,6
c1cc(ccc1c2ccc3c(c2)n[nH]c3NC(=O)C4CC4)F,IC50,>,1000,nM,6
c1ccc(cc1)CN2CCC(C2)C(=O)Nc3c4cc(c(nc4[nH]n3)c5ccco5)Br,IC50,>,1000,nM,6
c1ccc(c(c1)c2ccc3c(c2)n[nH]c3NC(=O)C4CC4)F,IC50,>,1000,nM,6
CC(=O)OCCCOc1cc(c2c3c1c(ccc3NC2=O)F)c4ccc[nH]4,IC50,>,1000,nM,6
c1cc(c\2c(c1)NC(=O)/C2=N\Nc3ccc(cc3)S(=O)(=O)N)C(=O)N,IC50,>,1000,nM,6
Cc1cc(cc\2c1NC(=O)/C2=C\Nc3ccc(cc3)S(=O)(=O)N)Cl,IC50,>,1000,nM,6
Cc1cc(c2c(c1)/C(=C/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2)C,IC50,>,1000,nM,6
Cc1cccc\2c1NC(=O)/C2=C\Nc3ccc(cc3)S(=O)(=O)N,IC50,>,1000,nM,6
c1ccc(cc1)Oc2ccc\3c(c2)NC(=O)/C3=N\Nc4ccc(cc4)S(=O)(=O)N,IC50,>,1000,nM,6
CC(C)(C)c1ccc\2c(c1)NC(=O)/C2=N\Nc3ccc(cc3)S(=O)(=O)N,IC50,>,1000,nM,6
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4cn[nH]c4c3)N)C(F)(F)F,IC50,>,1000,nM,6
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4cn[nH]c(=O)c4c3)N)C(F)(F)F,IC50,>,1000,nM,6
CCN(CC)C(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4ccc(cc4)OC,IC50,>,1300,nM,5.88605664769316
CC(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4ccco4,IC50,>,1700,nM,5.76955107862173
Cn1ccc2c1c3c(cc2)c4c(c5c(cccc5[nH]4)CO)c6c3C(=O)NC6=O,IC50,>,2000,nM,5.69897000433602
Cn1ccc2c1c3c(cc2)c4c(c5cccc(c5[nH]4)OC)c6c3C(=O)NC6=O,IC50,>,2000,nM,5.69897000433602
Cn1ccc2c1c3c(cc2)c4c(c5c([nH]4)cccc5F)c6c3C(=O)NC6=O,IC50,>,2000,nM,5.69897000433602
Cn1ccc2c1c3c(cc2)c4c(c5cc(ccc5[nH]4)OC)c6c3C(=O)NC6=O,IC50,>,2000,nM,5.69897000433602
Cc1cc2ccn(c2c3c1c4c(c5ccc(cc5[nH]4)C(F)(F)F)c6c3C(=O)NC6=O)C,IC50,>,2000,nM,5.69897000433602
COc1ccc2c(c1)[nH]c3c2c4c(c5c3[nH]c6c5ccc(c6)Br)C(=O)NC4=O,IC50,>,2000,nM,5.69897000433602
c1ccc2c(c1)c3c4c(c5c6ccc(cc6[nH]c5c3[nH]2)C(F)(F)F)C(=O)NC4=O,IC50,>,2000,nM,5.69897000433602
c1ccc2c(c1)ccc3c2c4c(c5c3n6c7c5cccc7CC(C6)CO)C(=O)NC4=O,IC50,>,2000,nM,5.69897000433602
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CC(C2)CO)Br)C(=O)NC5=O,IC50,>,2000,nM,5.69897000433602
c1ccc2c(c1)c3c4c(c5c6cccc7c6n(c5c3[nH]2)CC7)C(=O)NC4=O,IC50,>,2000,nM,5.69897000433602
c1ccc2c(c1)c3c4c(c5c6cccc7c6n(c5c3[nH]2)CCCCC7)C(=O)NC4=O,IC50,>,2000,nM,5.69897000433602
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CCC2)C(F)(F)F)C(=O)NC5=O,IC50,>,2000,nM,5.69897000433602
CN(C)c1ccc(cc1)c2cc([nH]n2)Nc3ccc(cc3)S(=O)(=O)N,IC50,>,2000,nM,5.69897000433602
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4c(c3)ccnn4)N)C(F)(F)F,IC50,>,2000,nM,5.69897000433602
Cn1c2cc(ccc2c(n1)N)c3cnc(s3)NC[C@H](Cc4ccc(cc4)C(F)(F)F)N,IC50,>,2000,nM,5.69897000433602
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4c(c3)c(no4)N)N)C(F)(F)F,IC50,>,2000,nM,5.69897000433602
CN(C)Cc1ccc(cc1)c2cnn3c2nccc3c4cccc(c4)NC(=O)c5cccc(c5)C(F)(F)F,IC50,>,2000,nM,5.69897000433602
CN(Cc1ccccc1)C(=O)Nc2cccc-3c2C(=O)c4c3n[nH]c4c5ccc(cc5)OC,IC50,>,2300,nM,5.63827216398241
CC(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4ccc(cc4)Oc5ccccc5,IC50,>,2500,nM,5.60205999132796
CC(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4cc(sc4Cl)Cl,IC50,>,2600,nM,5.58502665202918
CC(C)Cc1c2c([nH]n1)-c3cccc(c3C2=O)NC(=O)C,IC50,>,3500,nM,5.45593195564972
CCCCc1c2c([nH]n1)-c3cccc(c3C2=O)NC(=O)C,IC50,>,3500,nM,5.45593195564972
CCCc1c2c([nH]n1)-c3cccc(c3C2=O)NC(=O)C,IC50,>,3700,nM,5.43179827593301
CCCn1cnc2c1nc(nc2NCCCCCCO)Cl,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NC3CCN(CC3)Cc4ccccc4)Cl,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NCCCCCCO)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N(C)CC(c4ccccc4)O,IC50,>,5000,nM,5.30102999566398
CN(Cc1ccc(cc1)C(=O)O)c2c-3ncnc3nc([nH]2)Cl,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NCCOC)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)C4CC[C@H](N4)Cc5ccccc5N,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2Nc3cccc4c3nccc4)N(CCO)CCO,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCCCc3ccccc3)N(CCO)CCO,IC50,>,5000,nM,5.30102999566398
c1[nH]c2c(n1)nc(nc2NCCCC#N)Cl,IC50,>,5000,nM,5.30102999566398
c1nc-2c([nH]c(nc2n1)Cl)NCCCCCl,IC50,>,5000,nM,5.30102999566398
CCn1cnc2c1nc(nc2NCCc3ccccc3)Cl,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NC3CCCC3)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2Nc3nc4ccccc4s3)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N(CC=C)CC=C,IC50,>,5000,nM,5.30102999566398
COc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)Cc4ccccc4c5ccccc5,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NCc3ccncc3)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)N1C=NC2C1N=C(N=C2NCc3ccc(cc3)C4=CC(=S)CC=C4)N(CCO)CCO,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2Nc3nc4ccccc4s3)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)Cn1cnc2c1nc(nc2N(C)c3cccnc3)Cl,IC50,>,5000,nM,5.30102999566398
CN(c1ccncc1)c2c3c(nc(n2)Cl)n(cn3)C4CCCC4,IC50,>,5000,nM,5.30102999566398
COc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)CC(CO)O,IC50,>,5000,nM,5.30102999566398
COc1ccc(cc1)CNc2c3c(nc(n2)Cl)n(cn3)Cc4ccc(cc4)c5ccccc5,IC50,>,5000,nM,5.30102999566398
c1ccc(cc1)CNc2c3c(nc[nH]3)nc(n2)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)NCCN,IC50,>,5000,nM,5.30102999566398
CC(C)(CO)Nc1c2c(nc(n1)Cl)n(cn2)C,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N4CCC(C4)O,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NCCCOC)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NC3Cc4ccccc4C3)N(CCO)CCO,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)c4ccccc4)NCc5ccco5,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NCCc3ccccc3)Cl,IC50,>,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2N(C)Cc3ccc(cc3)c4ccccc4)Cl,IC50,>,5000,nM,5.30102999566398
c1ccc2c(c1)C(=O)N(C2=O)CCNc3c4c(nc[nH]4)nc(n3)Cl,IC50,>,5000,nM,5.30102999566398
Cn1cnc2c1nc(nc2NCc3cccnc3)Cl,IC50,>,5000,nM,5.30102999566398
c1ccc(cc1)c2cc3c(c4cc(ccc4[nH]3)O)c5c2C(=O)NC5=O,IC50,>,5000,nM,5.30102999566398
COc1ccc2cnc(nc2c1C3CCCC3)Nc4ccc(cc4)N5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(c(c2c1cnc(n2)Nc3ccc(cc3)N4CCNCC4)C5CCCC5)OC,IC50,>,5000,nM,5.30102999566398
Cc1cc(c(c2c1cnc(n2)Nc3ccc(cc3)N4CCN(CC4)C(=O)C)C5CCCC5)OC,IC50,>,5000,nM,5.30102999566398
Cc1cc(c(c2c1cnc(n2)Nc3ccc(cc3)N4CCNCC4)C5CCCC5)O,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCNCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
COc1ccc2cnc(nc2c1C3CCCC3)Nc4ccc(cc4)N5CCCCC5,IC50,>,5000,nM,5.30102999566398
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCCC4)OC,IC50,>,5000,nM,5.30102999566398
c1cc(ncc1N2CCNCC2)Nc3ncc4cc(c(=O)n(c4n3)C5CCCC5)Br,IC50,>,5000,nM,5.30102999566398
CC(C)n1c(=O)ccc2c1nc(nc2)Nc3ccc(cn3)N4CCNCC4,IC50,>,5000,nM,5.30102999566398
c1cc(=O)n(c2c1cnc(n2)Nc3ccc(cn3)N4CCNCC4)C5CC5,IC50,>,5000,nM,5.30102999566398
c1cc(ncc1N2CCNCC2)Nc3ncc4cc(c(=O)n(c4n3)C5CCCC5)F,IC50,>,5000,nM,5.30102999566398
c1cc(ncc1N2CCNCC2)Nc3ncc4cc(c(=O)n(c4n3)C5CCCC5)N,IC50,>,5000,nM,5.30102999566398
CCc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
c1cc(ncc1N2CCNCC2)Nc3ncc4cc(c(=O)n(c4n3)C5CCCC5)CO,IC50,>,5000,nM,5.30102999566398
CCOCc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
COCCOCc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CCOCCc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CCOCCOc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CCCCOc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CC(=O)c1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CCOC(=O)c1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cn3)N4CCNCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
c1ccnc(c1)Nc2ncc3cc(c(=O)n(c3n2)C4CCCC4)Br,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccccn4,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccccn4,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CCOC(=O)c1c(c2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5)C,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N(CCOC)CCOC,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CC(NC(C5)C)C,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CCN(CC5)C,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CCCNCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CCCCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CCC(CC5)O,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1Br)C3CCCC3)Nc4ccc(cn4)N5CCOCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNC(C5)(C)C,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CC(NC(C5)C)C,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCN(CC5)C,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCC(C5)N,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCCNCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCCCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCC(CC5)O,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCOCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5C(COCC5C)C,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCN(CC4)C)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCOCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCCCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCC(CC4)CCCO)C5CCCC5,IC50,>,5000,nM,5.30102999566398
CCc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCNCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
c1cc(ccc1Nc2ncc3c(cc(=O)n(c3n2)C4CCCC4)C(F)(F)F)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCNCC4)C(C)C,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCNCC4)CCC(C)C,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCN(CC4)C=O)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCN(CC4)C(=O)C)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCN(CC4)C(=O)OC(C)(C)C)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCC(C4)O)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCC(C4)N)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCCNCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCN(CC4)CCO)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4C[C@H](N[C@H](C4)C)C)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3)N4CCNC(C4)(C)C)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(c(c3)Cl)N4CCNCC4)C5CCCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1F)C3CCCC3)Nc4ccc(cc4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
Cc1c2cnc(nc2n(c(=O)c1C(=O)O)C3CCCC3)Nc4ccc(cc4)N5CCNCC5,IC50,>,5000,nM,5.30102999566398
CCOC(=O)c1c(c2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cc4)N5CCNCC5)C,IC50,>,5000,nM,5.30102999566398
